id,site_name,existing_device_client,capacity,latitude,longitude,feasibility_client,feasibility_mbps,comment,booked_by,expiry_date,interface,city,division,district,location,address,created_at
324,GPRPLI,GP,1000,24.089519,90.363344,"Zip Net",10,"Loc A: Scout Training Center Gazipur
Loc B: Kalyar POP, Nayapara, Mirzapur, Gazipur
24.089519, 90.363344",jahirul.islam,"2018-05-07 23:55:59",ge-0/1/2,GazipurSadar,Dhaka,Gazipur,"Kalyar replica Ltd, Nayapara, Mirzapur , Gazipur","Kalyar replica Ltd, Nayapara, Mirzapur , Gazipur","2018-04-30 17:36:52"
325,DHMRPG,GP,1000,23.80499,90.376947,"Agni Systems Limited",3,booked,ridwan.abdullah,"2018-05-10 22:30:16",ge-0/1/2,DMP,Dhaka,Dhaka,Dhaka,"House # 02,  Block # C, Lane # 8, Section # 13, Mirpur, Dhaka-1216","2018-05-03 11:43:20"
326,DHK_X2243,Banglalink,1000,23.70467,90.51113,ADN,5,CR,rabeya.akter,"2018-05-10 13:35:20",ge-1/2/0,NarayanganjSadar,Dhaka,Narayanganj,"Hazi Abdul Aziz Sardar Road","Vill: Simrail, P.O.: Sanarpar, P.S.: Shiddhirganj, Narayanganj","2018-05-03 13:38:24"
327,GPSDR28,ROBI,1000,23.893,90.4114,"Agni Systems Limited",30,booked,ridwan.abdullah,"2018-05-08 22:30:30",ge-0/2/2,GazipurSadar,Dhaka,Gazipur,Tongi,"Plot# B5, BSCIC Industrial area, Tongi, Ward No-07,Gazipur Sadar, Gazipur","2018-05-03 15:45:46"
328,NGBND06,ROBI,1000,23.675,90.5658,"Asia Pacific Communication Limited",10,booked,ridwan.abdullah,"2018-05-10 22:30:08",ge-0/2/2,Bandar,Dhaka,Narayanganj,Bandar,Jangal__Nganj,"2018-05-03 16:21:16"
329,GPMWNPO1JR01,SCL,10000,24.24883,90.40086,ADN,30,"ADN FR",mosabbir.hussain,"2018-05-11 18:00:08",xe-2/0/2,Sreepur,Dhaka,Gazipur,"Maona power plant, Summit uttaranchol power Co. Ltd.","Maona power plant, Summit uttaranchol power Co. Ltd.","2018-05-04 10:43:07"
330,DHLBG5,GP,1000,23.71883333,90.38586111,"Bengal Communications Limited",10,"Bengal Communications Limited FR",mosabbir.hussain,"2018-05-11 18:00:13",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"Lalbag, Dhaka","2018-05-04 10:58:11"
331,DHK_X2243,Banglalink,1000,23.70467,90.51113,ADN,5,"ADN FR",mosabbir.hussain,"2018-05-11 18:00:49",ge-1/2/0,NarayanganjSadar,Dhaka,Narayanganj,"Hazi Abdul Aziz Sardar Road","Vill: Simrail, P.O.: Sanarpar, P.S.: Shiddhirganj, Narayanganj","2018-05-04 11:03:52"
332,DHDMRJ,GP,1000,23.711111,90.469444,ADN,5,"ADN FR",mosabbir.hussain,"2018-05-11 18:00:21",ge-0/1/2,DMP,Dhaka,Dhaka,Matuail,"Bhuiyan Twin Tower, Momenbagh Road, Para Dogar, Konapara, Jatrabari, Dhaka.","2018-05-04 12:15:43"
333,DHK_G5628,Banglalink,1000,23.7749,90.56107,ADN,6,"ADN FR",mosabbir.hussain,"2018-05-11 18:00:27",ge-0/2/2,Rupganj,Dhaka,Narayanganj,"Dhaka - Sylhet Highway","Dhaka - Sylhet Highway","2018-05-04 12:19:09"
334,NGBND06,ROBI,1000,23.675,90.5658,ADN,20,"ADN FR",mosabbir.hussain,"2018-05-11 18:00:33",ge-0/2/3,Bandar,Dhaka,Narayanganj,Bandar,Jangal__Nganj,"2018-05-04 12:21:49"
335,RPSDRC01ES01,SCL,10000,25.743564,89.252072,"Asia Pacific Communication Limited",20,booked,ridwan.abdullah,"2018-05-10 22:30:10",Port25,RangpurSadar,Rangpur,Rangpur,Rangpur,"Ershad Mor Road","2018-05-04 14:56:01"
336,FPBLM01A01ES01,SCL,1000,23.3878,89.6801,"Asia Pacific Communication Limited",20,booked,ridwan.abdullah,"2018-05-10 22:30:36",Port10,Boalmari,Dhaka,Faridpur,Boalmari,"Post Office - Bazar Road","2018-05-04 14:59:25"
337,RSBLA11,ROBI,1000,24.3677,88.5909,"Zip Net",20,"Ziop net,  Rajshahi sadar,(20 mb)",jahirul.islam,"2018-05-09 23:55:38",ge-0/2/1,Boalia,Rajshahi,Rajshahi,Rajshahi,Shekhpara,"2018-05-06 11:14:09"
338,DHNWG10,ROBI,1000,23.6676,90.1264,"amber IT",10,SCR,shihab.rahman,"2018-05-13 11:55:22",ge-0/2/2,Nawabganj,Dhaka,Dhaka,"Golla, Nawabganj","Golla, Nawabganj","2018-05-06 12:02:16"
339,NSSDR04,ROBI,1000,23.8882,90.6629,"amber IT",20,SCR,shihab.rahman,"2018-05-13 12:10:34",ge-0/1/2,NarsingdiSadar,Dhaka,Narsingdi,Pachdona,Pachdona,"2018-05-06 12:13:23"
340,DHK_X2687,Banglalink,1000,23.62495,90.47205,Aamra,10,CR,rabeya.akter,"2018-05-20 12:15:01",ge-1/1/3,NarayanganjSadar,Dhaka,Narayanganj,Fatulla,"Sasongaon,Enayat nagar,fatulla,Narayanganj","2018-05-06 12:18:35"
341,DHNWG07,ROBI,1000,23.6441,90.1828,"amber IT",10,SCR,shihab.rahman,"2018-05-13 12:20:55",ge-0/2/3,Nawabganj,Dhaka,Dhaka,Choto_Rajpara,Choto_Rajpara,"2018-05-06 12:26:56"
342,SGBKC01,ROBI,1000,24.294,89.6958,ADN,1,"ADN FR",mosabbir.hussain,"2018-05-13 18:00:03",xe-0/3/0,Belkuchi,Rajshahi,Sirajganj,Belkuchi,Belkuchi,"2018-05-06 12:59:11"
343,HGNBG04,ROBI,1000,24.5788,91.5637,ADN,1,"ADN FR",mosabbir.hussain,"2018-05-13 18:00:09",ge-0/2/3,Nabiganj,Sylhet,Habiganj,Nobiganj2,Nobiganj2,"2018-05-06 13:01:53"
344,PGSDR03,ROBI,1000,26.3447,88.5554,ADN,1,"ADN FR",mosabbir.hussain,"2018-05-13 18:00:05",ge-0/2/2,PanchagarhSadar,Rangpur,Panchagarh,Panchagar2,Panchagar2,"2018-05-06 13:08:58"
345,MDSHB01-ACX2200,ROBI,1000,23.3989,90.1568,ADN,1,"ADN FR",mosabbir.hussain,"2018-05-13 18:00:04",ge-0/2/1,ShibChar,Dhaka,Madaripur,Shibchar,Shibchar_backbone_75m,"2018-05-06 13:12:44"
346,SGSJP01,ROBI,1000,24.1757,89.5952,ADN,1,"ADN FR",mosabbir.hussain,"2018-05-13 18:00:35",ge-0/2/1,Shahjadpur,Rajshahi,Sirajganj,Shahjadpur,Shahajadpur,"2018-05-06 13:15:04"
347,MASDR24,ROBI,1000,23.45027,89.40939,ADN,1,"ADN FR",mosabbir.hussain,"2018-05-13 18:00:50",ge-0/2/3,MaguraSadar,Khulna,Magura,"Katakhali Bazar,Maghi,Magura Sadar,Magura","Katakhali Bazar,Maghi,Magura Sadar,Magura","2018-05-06 13:18:14"
348,DHGULB,GP,1000,23.78772,90.41789,Nreach,20,Q,partha.sarkar,"2018-05-30 13:25:11",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"Oasis Apartment, Plot # CES(A) 14, Road # 116, Gulshan-2, Dhaka","2018-05-06 13:31:39"
349,DHMH3M,GP,1000,23.7806,90.40454,Nreach,20,Q,partha.sarkar,"2018-05-30 13:45:17",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"Titumir College, Mohakhali","2018-05-06 13:37:10"
350,MYSDRP01JR01,SCL,1000,24.73469,90.42146,Agni,10,CR,rabeya.akter,"2018-05-20 14:10:05",ge-1/2/3,MymensinghSadar,Mymensingh,Mymensingh,Mymensingh,"Kawatkhali, WAPDA morr","2018-05-06 14:31:20"
351,CXUKH07,ROBI,1000,21.31,92.09776111,Agni,10,CR,rabeya.akter,"2018-05-20 14:35:30",ge-1/1/3,Ukhia,Chittagong,"Coxs Bazar","Moricha bazaar","Moricha bazaar","2018-05-06 14:36:21"
352,SGROY01,ROBI,1000,24.524,89.5351,"HN Telecom Limited",40,booked,ridwan.abdullah,"2018-05-17 22:30:37",ge-0/1/2,Royganj,Rajshahi,Sirajganj,Raiganj,Raiganj,"2018-05-06 14:41:41"
353,BHBRN05,ROBI,1000,22.4275,90.7687,ADN,5,"ADN FR",mosabbir.hussain,"2018-05-13 18:00:05",ge-0/2/3,Burhanuddin,Barisal,Bhola,"Charfassion- Bhola Highway Road","Charfassion- Bhola Highway Road","2018-05-06 18:04:47"
354,CMCDGB01JR01,SCL,1000,23.149194,91.322247,"Bijoy Online",30,booked,ridwan.abdullah,"2018-05-10 22:30:32",ge-1/3/1,Chauddagram,Chittagong,Comilla,"Dimatoli, Chiora Road, Choddogram, Comilla. (Beside Airtel Tower)","Dimatoli, Chiora Road, Choddogram, Comilla. (Beside Airtel Tower)","2018-05-06 18:07:29"
355,MNSRK16,ROBI,1000,23.635306,90.343083,ADN,20,"ADN FR",mosabbir.hussain,"2018-05-13 18:00:02",ge-0/2/3,Serajdikhan,Dhaka,Munshiganj,Kuchiamora_GP,Kuchiamora_GP,"2018-05-06 18:09:17"
356,NOBGM29_Router,ROBI,1000,22.895805,91.035166,ADN,2,"ADN FR",mosabbir.hussain,"2018-05-13 18:00:35",ge-0/2/2,Begumganj,Chittagong,Noakhali,Rajganj,"Madhabsingh 25m land","2018-05-06 18:12:59"
357,DHTJ2M,GP,1000,23.76203611,90.38455833,"Brac Net",1,Q,partha.sarkar,"2018-06-04 11:35:45",ge-0/1/2,DMP,Dhaka,Dhaka,Dhaka,"House No. 83/3, Monipuripara, Tejgaon, Dhaka","2018-05-07 11:38:43"
358,DHTJ2M,GP,1000,23.76203611,90.38455833,"Brac Net",1,Q,partha.sarkar,"2018-06-14 11:50:40",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"House No. 83/3, Monipuripara, Tejgaon, Dhaka","2018-05-07 11:50:45"
359,CXTKN12,ROBI,1000,20.84,92.2992,"Agni Systems Limited",20,"Agni Systems Ltd. FR",mosabbir.hussain,"2018-05-13 18:00:06",ge-1/1/2,Teknaf,Chittagong,"Coxs Bazar",Teknaf,"Uttar Nayapara","2018-05-07 11:50:51"
360,CGBTG1,GP,1000,22.351361,91.827333,"Agni Systems Limited",5,"Agni Systems Ltd. FR",mosabbir.hussain,"2018-05-13 18:00:40",ge-0/1/2,"Chittagong City",Chittagong,Chittagong,Chittagong,"Battery Goli, Dampara, Chittagong","2018-05-07 11:53:44"
361,DHKRB3,GP,1000,23.751906,90.392886,"Brac Net",13,Q,partha.sarkar,"2018-06-12 11:50:17",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"Amborshah Hafizia Islamia Madrasa, Plot# 16, Kawran Bazar, Dhaka-1215","2018-05-07 11:54:00"
362,CGKTLL1,ROBI,1000,22.347399,91.835192,"Agni Systems Limited",5,"Agni Systems Ltd. FR",mosabbir.hussain,"2018-05-13 18:00:27",ge-0/2/3,"Chittagong City",Chittagong,Chittagong,"Jamal Khan 2, Mohammed Touhidul Alam,53, K","Jamal Khan 2, Mohammed Touhidul Alam,53, K","2018-05-07 11:56:10"
363,CXSDR34,ROBI,1000,21.44,91.97658333,"Agni Systems Limited",5,"Agni Systems Ltd. FR",mosabbir.hussain,"2018-05-13 18:00:54",ge-0/1/1,CoxsBazarSadar,Chittagong,"Coxs Bazar","Coxs Bazar","General Hospital,Coxs","2018-05-07 12:01:19"
364,CGKTLA2,ROBI,1000,22.36,91.82174722,"Agni Systems Limited",5,"Agni Systems Ltd. FR",mosabbir.hussain,"2018-05-13 18:00:08",ge-0/2/2,"Chittagong City",Chittagong,Chittagong,Chittagong,"Hotel Penninsula_IBS","2018-05-07 12:04:53"
365,DHK_X0965,Banglalink,1000,23.90401,90.39639,BOL,5,CR,rabeya.akter,"2018-05-20 12:00:45",ge-1/2/0,GazipurSadar,Dhaka,Gazipur,Tongi,"Plot No-742, Matabbar Road, Auchpara,Nishat Nagar, Gazipur Sadar, Gazipur","2018-05-07 12:06:11"
366,DHBADQ,GP,1000,23.492038,90.262183,"Agni Systems Limited",5,"Agni Systems Ltd. FR",mosabbir.hussain,"2018-05-13 18:00:26",ge-0/2/3,DMP,Dhaka,Dhaka,"House# K-72/1/B, Shahjadpur, Gulshan, Dhaka-1212","House# K-72/1/B, Shahjadpur, Gulshan, Dhaka-1212","2018-05-07 12:06:51"
367,GPMWNPO1JR01,SCL,1000,24.24883,90.40086,"Agni Systems Limited",10,"Agni Systems Ltd.",mosabbir.hussain,"2018-05-13 18:00:12",ge-1/1/9,Sreepur,Dhaka,Gazipur,"Maona power plant, Summit uttaranchol power Co. Ltd.","Maona power plant, Summit uttaranchol power Co. Ltd.","2018-05-07 12:12:00"
368,PBISR05,ROBI,1000,24.0826,89.051,"Agni Systems Limited",10,"Agni Systems Ltd. FR",mosabbir.hussain,"2018-05-13 18:00:33",ge-0/2/1,Ishwardi,Rajshahi,Pabna,"Pakshi 55m Land","Pakshi 55m Land","2018-05-07 12:14:03"
369,GP1602,AIRTEL,1000,24.180421,90.426858,"Agni Systems Limited",5,"Agni Systems Ltd. FR",mosabbir.hussain,"2018-05-13 18:00:45",ge-0/2/0,Sreepur,Dhaka,Gazipur,"Dhaka - Mymensingh Highway","Dhaka - Mymensingh Highway","2018-05-07 12:21:53"
370,DHK_V4985,Banglalink,1000,23.99882,90.32182,"Agni Systems Limited",5,"Agni Systems Ltd. FR",mosabbir.hussain,"2018-05-13 18:00:18",ge-0/1/3,GazipurSadar,Dhaka,Gazipur,"Kashimpur Road","Kashimpur Road","2018-05-07 12:25:07"
371,GPSDR31,ROBI,1000,24.0957,90.4016,"Agni Systems Limited",10,"Agni Systems Ltd. FR",mosabbir.hussain,"2018-05-13 18:00:18",ge-0/2/1,GazipurSadar,Dhaka,Gazipur,Rajendrapur_Chourasta,Rajendrapur_Chourasta,"2018-05-07 12:27:42"
372,TNPTR4,GP,1000,24.251694,89.916861,"Agni Systems Limited",10,booked,ridwan.abdullah,"2018-05-11 22:30:33",ge-0/1/3,TangailSadar,Dhaka,Tangail,Tangail,"Karim Super Market,House no.19,Ward no.16,Victoria Road,Tangail Sadar,Tangail","2018-05-07 12:40:21"
373,DHKGNT1,ROBI,1000,23.7635,90.2467,"Bright Technologies Limited",1,SCR,shihab.rahman,"2018-05-14 12:40:58",ge-0/2/2,Keraniganj,Dhaka,Dhaka,"Kodomtoli, Doxin Kanarchor road","Kodomtoli, Doxin Kanarchor road","2018-05-07 12:44:54"
374,DHK_V4985,Banglalink,1000,23.99882,90.32182,"Bright Technologies Limited",1,SCR,shihab.rahman,"2018-05-14 12:45:35",ge-0/1/3,GazipurSadar,Dhaka,Gazipur,"Kashimpur Road","Kashimpur Road","2018-05-07 12:48:57"
375,FNSNG24,ROBI,1000,22.8494,91.3915,"BTS Communication",115,booked,ridwan.abdullah,"2018-05-11 22:30:41",ge-0/2/3,Sonagazi,Chittagong,Feni,Sonagazi3_GP_1,Sonagazi3_GP_1,"2018-05-07 13:02:36"
376,HGNBG02,ROBI,1000,24.5917,91.6035,ADN,1,CR,rabeya.akter,"2018-05-21 13:25:03",ge-0/2/2,Nabiganj,Sylhet,Habiganj,Aushkandi,Aushkandi,"2018-05-07 13:30:23"
377,RPSDR11,ROBI,1000,25.7559,89.2649,"Amber IT",10,CR,rabeya.akter,"2018-05-21 17:30:19",ge-0/2/3,RangpurSadar,Rangpur,Rangpur,Rangpur,Shalbon,"2018-05-07 17:33:17"
378,TNSKP01,ROBI,10000,24.3199,90.1667,"Bijoy Online",20,booked,ridwan.abdullah,"2018-05-15 22:30:14",xe-0/3/1,Sakhipur,Dhaka,Tangail,Sakhipur,Shakhipur,"2018-05-07 18:11:08"
379,DHK_G5628,Banglalink,1000,23.7749,90.56107,CCL,10,"CCL Redundant site FR",mosabbir.hussain,"2018-05-13 18:00:04",ge-0/2/3,Rupganj,Dhaka,Narayanganj,"Dhaka - Sylhet Highway","Dhaka - Sylhet Highway","2018-05-08 11:19:05"
380,NGRPG03,ROBI,1000,23.815,90.5903,CCL,10,"CCL Redundant site FR",mosabbir.hussain,"2018-05-13 18:00:36",ge-0/2/2,Rupganj,Dhaka,Narayanganj,Panchrukhi,Panchrukhi,"2018-05-08 11:23:33"
381,NSSDR04,ROBI,1000,23.8882,90.6629,CCL,30,"CCL Redundant Site FR",mosabbir.hussain,"2018-05-13 18:00:58",ge-0/2/0,NarsingdiSadar,Dhaka,Narsingdi,Pachdona,Pachdona,"2018-05-08 11:33:48"
382,NSGRSP01JR01,SCL,1000,23.980547,90.638186,CCL,30,"CCL Redundant Site FR",mosabbir.hussain,"2018-05-13 18:00:37",ge-0/3/4,Palash,Dhaka,Narsingdi,Palash,"Polash ,Narsingdi,Dhaka","2018-05-08 11:41:09"
383,CGPTA03,ROBI,1000,22.3,91.86579722,Orange,100,CR,rabeya.akter,"1900-01-07 00:00:00",ge-0/1/2,Patiya,Chittagong,Chittagong,"College Bazar, Anwara","College Bazar, Anwara","2018-05-08 11:50:12"
384,DHK_X3406,Banglalink,1000,23.92406,90.38509,Agni,10,CR,rabeya.akter,"2018-05-22 12:10:03",ge-1/1/3,GazipurSadar,Dhaka,Gazipur,Tongi,"Khortoil _ Tongi _ Gazipur","2018-05-08 12:09:49"
385,GPSDR10,ROBI,1000,24.0311,90.415,Agni,10,CR,rabeya.akter,"2018-05-22 12:10:43",ge-0/2/3,GazipurSadar,Dhaka,Gazipur,Shimultoli,Shimultoli,"2018-05-08 12:14:52"
386,CMHMN10,ROBI,1000,23.655722,90.788778,Agni,10,CR,rabeya.akter,"2018-05-22 12:20:16",ge-0/1/3,Homna,Chittagong,Comilla,"Saifullahkandi 25 m","Saifullahkandi 25 m","2018-05-08 12:24:05"
387,DHKRB3,GP,1000,23.751906,90.392886,"Brac Net",13,Q,partha.sarkar,"2018-06-13 09:25:32",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"Amborshah Hafizia Islamia Madrasa, Plot# 16, Kawran Bazar, Dhaka-1215","2018-05-08 12:50:12"
388,BSWZP03,ROBI,1000,22.8155,90.2454,Aamra,25,cr,rabeya.akter,"2018-05-22 12:50:50",ge-0/2/3,Wazirpur,Barisal,Barisal,Wazirpur,Uzirpur,"2018-05-08 12:52:58"
389,DHTJGP035A01JR01,SCL,1000,23.752439,90.392923,"Brac Net",35,Q,partha.sarkar,"2018-06-14 05:25:21",ge-0/1/2,DMP,Dhaka,Dhaka,Dhaka,"Kawran Bazar Road","2018-05-08 12:54:12"
390,DHWRB1,GP,1000,23.756306,90.387472,"Brac Net",30,Q,partha.sarkar,"2018-06-07 06:30:46",ge-0/2/2,DMP,Dhaka,Dhaka,Dhaka,"Nabiha Mansion, House No. 17/C, Tejturi Bazar, West Raza Bazar, Farmgate, Dhaka","2018-05-08 12:58:24"
391,DHWRB1,GP,1000,23.756306,90.387472,"Brac Net",10,Q,partha.sarkar,"2018-06-13 13:45:43",ge-0/2/3,DMP,Dhaka,Dhaka,Dhaka,"Nabiha Mansion, House No. 17/C, Tejturi Bazar, West Raza Bazar, Farmgate, Dhaka","2018-05-08 12:59:23"
392,DHPLB01-AGG,SCL,1000,23.82389,90.364424,"Agni Systems Limited",10,booked,ridwan.abdullah,"2018-05-20 22:30:40",ge-1/2/0,DMP,Dhaka,Dhaka,Dhaka,"Road No 1","2018-05-08 15:07:36"
393,PTKLP03,ROBI,1000,21.9848,90.22,Aamra,25,CR,rabeya.akter,"2018-05-22 16:00:17",ge-0/2/0,KalaPara,Barisal,Patuakhali,Kalapara,Khepupara2,"2018-05-08 16:04:05"
394,JSNPRP01JR01,SCL,1000,23.02333,89.40546,ADN,2,CR,rabeya.akter,"2018-05-22 18:10:23",ge-1/2/0,Abhaynagar,Khulna,Jessore,"Noapara Paurasava","Noapara, Jessore","2018-05-08 18:11:36"
395,RAJ_X0040,Banglalink,1000,25.7601,89.23831,"Bijoy Online",20,booked,ridwan.abdullah,"2018-05-15 22:30:26",ge-1/2/1,RangpurSadar,Rangpur,Rangpur,Rangpur,"Dap jail road,rangpur sadar,rangpur","2018-05-08 21:05:09"
396,KHSDRC01JR01,SCL,1000,22.82301,89.552481,"General Communications",50,"General Communications FR",mosabbir.hussain,"2018-05-20 18:00:14",ge-2/3/5,KhulnaSadar,Khulna,Khulna,Khulna,"Toyamon Center, 181 Khan-E-Sobur Road, Shib Bari mor,khulna","2018-05-09 16:31:20"
397,DHSHM21,ROBI,1000,23.7003,90.427,"Bangal communications",1000,CR,rabeya.akter,"2018-05-23 16:50:49",ge-0/2/2,DMP,Dhaka,Dhaka,Dhaka,"Satish Sarkar Rd","2018-05-09 16:54:11"
398,LXSDR24,ROBI,1000,22.97525278,90.87881944,"Zip Net",30,"Client loc B: Basubazar,Hasondi,Laxmipur",jahirul.islam,"2018-05-17 23:55:04",ge-0/2/0,LakshmipurSadar,Chittagong,Lakshmipur,Mirikpur,Mirikpur,"2018-05-10 11:23:45"
399,KUSDRC01ES01,SCL,1000,23.910056,89.116639,"Brac Net",1,Q,partha.sarkar,"2018-05-31 12:25:37",Port18,KushtiaSadar,Khulna,Kushtia,Kushtia,"Kushtia - Jhenaidah Highway","2018-05-10 12:06:18"
400,BGFKR02,ROBI,1000,22.7384,89.6391,"Salt Sync",20,booked,ridwan.abdullah,"2018-05-17 22:30:27",ge-0/1/3,Fakirhat,Khulna,Bagerhat,"Ashoknagar Kalyangarh",Katakhali_Morh,"2018-05-10 14:13:21"
401,FNSDR55,ROBI,1000,23.0099,91.3973,Agni,5,"Client to Loc: 23.009493, 91.396774",jahirul.islam,"2018-05-17 23:55:33",ge-0/2/2,FeniSadar,Chittagong,Feni,Feni,"Feni City 2_1","2018-05-10 16:30:22"
402,CTG_X0692,Banglalink,1000,23.46428,91.18993,Agni,5,"Client to Loc: 23.009493, 91.396774",jahirul.islam,"2018-05-17 23:55:02",ge-1/2/0,ComillaSadarDakshin,Chittagong,Comilla,Comilla,"gangchor , Gayalpotti , Chalkbazar , thana : comilla sadar , district : comilla.","2018-05-10 16:38:18"
403,SYAMB4,GP,1000,24.907222,91.872889,Agni,5,"Client to Loc: 24.901583, 91.869569",jahirul.islam,"2018-05-17 23:55:49",ge-0/1/3,SylhetSadar,Sylhet,Sylhet,Sylhet,Amberkhana,"2018-05-10 17:04:21"
404,PBISR01,ROBI,1000,24.127,89.0646,"Brac Net",10,Q,partha.sarkar,"2018-06-14 09:25:01",ge-0/2/1,Ishwardi,Rajshahi,Pabna,Ishwardi,Ishwardi,"2018-05-10 17:12:21"
405,DPSDR03,ROBI,1000,25.6346,88.6397,Agni,5,"Client to Loc: 25.630998, 88.635768",jahirul.islam,"2018-05-17 23:55:20",ge-0/1/0,"Dinajpur Sadar",Rangpur,Dinajpur,Dinajpur,"Basunia Potty","2018-05-10 17:26:06"
406,NTSDRB01JR01,SCL,1000,24.411842,88.991717,Agni,10,CR,rabeya.akter,"2018-05-24 17:35:15",ge-0/0/6,NatoreSadar,Rajshahi,Natore,Natore,"House: 848, Road: 05, Kanaikhali, Natore","2018-05-10 17:35:53"
407,BOSDRC01JR01,SCL,1000,24.842059,89.37609,Agni,10,CR,rabeya.akter,"2018-05-24 17:35:05",ge-1/1/6,BograSadar,Rajshahi,Bogra,Bogra,"Moloy Bhobon, 484/A, Ray Bahadur Road, Jorashori tola, Bogra","2018-05-10 17:37:39"
408,DHSHA05,ROBI,1000,23.8068,90.3426,BTS,10,CR,rabeya.akter,"2018-05-24 18:20:04",ge-0/2/2,DMP,Dhaka,Dhaka,Dhaka,Nababerbagh,"2018-05-10 18:23:36"
409,MGSDR01A01ES01,SCL,1000,23.8701,89.9991,"Brac Net",2,Q,partha.sarkar,"2018-05-31 18:30:26",Port6,ManikganjSadar,Dhaka,Manikganj,Manikganj,"Shahid Rafique Sarak","2018-05-10 18:31:14"
410,JPSDR01,ROBI,1000,24.9284,89.9454,"Brac Net",2,Q,partha.sarkar,"2018-05-31 18:45:00",ge-0/2/0,JamalpurSadar,Mymensingh,Jamalpur,Jamalpur,Jamalpur_BTTB,"2018-05-10 19:46:44"
411,HGSDR01A01ES01,SCL,1000,24.383558,91.413556,"Brac Net",2,Q,partha.sarkar,"2018-06-22 19:50:06",Port17,HabiganjSadar,Sylhet,Habiganj,Habiganj,"Puran Munsefi Road","2018-05-10 19:54:54"
412,HGSDR01A01ES01,SCL,1000,24.383558,91.413556,"Brac Net",2,Q,partha.sarkar,"2018-06-13 09:25:15",Port7,HabiganjSadar,Sylhet,Habiganj,Habiganj,"Puran Munsefi Road","2018-05-10 19:55:57"
413,CXSDRC01JR01,SCL,1000,21.443072,91.976835,"Planet Satelite",50,Q,partha.sarkar,"2018-05-31 19:30:06",ge-0/1/0,CoxsBazarSadar,Chittagong,"Coxs Bazar","Coxs Bazar","Shafique Centre, Bazaar- Ghat road, Barmiz Market, Cox Bazaar","2018-05-11 22:31:45"
414,DHK_M2341,Banglalink,1000,23.847867,90.257324,"Zip Net",5,"zip net",jahirul.islam,"2018-05-20 23:55:12",ge-0/1/0,Savar,Dhaka,Dhaka,Savar,"Savar Bazar Road","2018-05-13 11:35:21"
415,DHK_M2341,Banglalink,1000,23.847867,90.257324,"Zip Net",10,"Client Loc B: Akran Bazar, Ashulia Savar, Dhaka.",jahirul.islam,"2018-05-20 23:55:21",ge-0/2/3,Savar,Dhaka,Dhaka,Savar,"Savar Bazar Road","2018-05-13 13:22:35"
416,DHKGN16,ROBI,1000,23.7065,90.2855,Agni,10,CR,rabeya.akter,"2018-05-27 13:35:24",ge-0/2/2,Keraniganj,Dhaka,Dhaka,Kharakandi,Kharakandi,"2018-05-13 13:40:32"
417,CTG_X0470,Banglalink,1000,23.97384,91.10464,"Zip Net",30,"Client loc B:  Khudra Brahmanbaria, Brahmanbaria Sadar, Brahmanbaria.",jahirul.islam,"2018-05-20 23:55:42",ge-1/2/0,BrahmanbariaSadar,Chittagong,Brahmanbaria,Brahmanbaria,"Md. Hafizur Rahman,Holding No- 560, Village- Modhopara Boder Bazar Road, P.O+ P.S- B.Barai, Brahmanbaria.01711-117314, 0851-59651(Shop), 0851-62638(Res)","2018-05-13 16:18:35"
418,SPSDR03-ACX2100,ROBI,1000,23.1813,90.3882,"Zip Net",30,"Client Loc B: 
Sajanpur Govt. Primary School, Sajanpur, Bhedarganj, Shariatpur.",jahirul.islam,"2018-05-20 23:55:59",ge-1/1/3,ShariatpurSadar,Dhaka,Shariatpur,Burirhat,Burirhat,"2018-05-13 16:53:12"
419,TNMDPA01ES01,SCL,100,24.60473,90.027539,"Brac Net",2,Q,partha.sarkar,"2018-05-30 21:45:23",Port13,Madhupur,Dhaka,Tangail,Madhupur,"Joydevpur - Tangail - Jamalpur Highway","2018-05-13 21:46:56"
420,RJSDR03-AGG,SCL,1000,23.6799,89.699,"Brac Net",2,Q,partha.sarkar,"2018-06-07 10:30:31",ge-1/2/1,RajbariSadar,Dhaka,Rajbari,Goalondo_More_land_55m,Goalondo_More_land_55m,"2018-05-13 21:54:03"
421,JHKLG01,ROBI,1000,23.41,89.1376,"Habib Internet",100,Q,partha.sarkar,"2018-05-31 10:50:43",ge-0/1/1,Kaliganj,Khulna,Jhenaidah,Kaliganj,Kaliganj,"2018-05-14 11:40:36"
422,DHPPL4,GP,1000,23.730833,90.408722,Aamra,25,CR,rabeya.akter,"2018-05-28 16:55:22",ge-0/1/0,DMP,Dhaka,Dhaka,Dhaka,"31/D, Topkhana Road, Dhaka-1000","2018-05-14 16:59:48"
423,DHAGG7,GP,1000,23.77630611,90.37452806,Aamra,25,CR,rabeya.akter,"2018-05-28 17:00:22",ge-0/1/3,DMP,Dhaka,Dhaka,Agargao,"Jamia Hussainia Arabia Agargaon Madrasa & Etimkhana,Agargaon, Dhaka","2018-05-14 17:02:45"
